i_id,j_id,date,svc,period,hours,bundle_id,score,per_hour_utility,slot_type
3,20260210-PCICU-NIGHT-02,2026-02-10,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260210-PICU-NIGHT-04,2026-02-10,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260210-Sedation-DAY-05,2026-02-10,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260210-Smilow-DAY-06,2026-02-10,Smilow,Day,4.0,,10.0,2.5,individual
3,20260211-PICU-NIGHT-03,2026-02-11,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260211-Sedation-DAY-04,2026-02-11,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260212-PICU-NIGHT-04,2026-02-12,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260212-Sedation-DAY-05,2026-02-12,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260213-PICU-NIGHT-03,2026-02-13,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260213-Sedation-DAY-04,2026-02-13,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260214-PICU-24H-02,2026-02-14,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260215-PICU-24H-02,2026-02-15,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260216-PICU-NIGHT-03,2026-02-16,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260216-Sedation-DAY-04,2026-02-16,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260217-PCICU-NIGHT-02,2026-02-17,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260217-Sedation-DAY-05,2026-02-17,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260217-Smilow-DAY-06,2026-02-17,Smilow,Day,4.0,,10.0,2.5,individual
3,20260218-PICU-NIGHT-03,2026-02-18,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260218-Sedation-DAY-04,2026-02-18,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260219-PICU-NIGHT-04,2026-02-19,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260219-Sedation-DAY-05,2026-02-19,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260220-PICU-NIGHT-03,2026-02-20,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260220-Sedation-DAY-04,2026-02-20,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260221-PCICU-24H-01,2026-02-21,PCICU,24h,10.0,PCICU_weekend_pair_W08,3.584702353482827,0.3584702353482827,bundle
3,20260221-PICU-24H-02,2026-02-21,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260222-PCICU-24H-01,2026-02-22,PCICU,24h,10.0,PCICU_weekend_pair_W08,3.584702353482827,0.3584702353482827,bundle
3,20260222-PICU-24H-02,2026-02-22,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260223-PICU-NIGHT-03,2026-02-23,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260223-Sedation-DAY-04,2026-02-23,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260224-PCICU-NIGHT-02,2026-02-24,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260224-PICU-NIGHT-04,2026-02-24,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260224-Sedation-DAY-05,2026-02-24,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260224-Smilow-DAY-06,2026-02-24,Smilow,Day,4.0,,10.0,2.5,individual
3,20260225-PICU-NIGHT-03,2026-02-25,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260225-Sedation-DAY-04,2026-02-25,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260226-PICU-NIGHT-04,2026-02-26,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260226-Sedation-DAY-05,2026-02-26,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260227-PICU-NIGHT-03,2026-02-27,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260227-Sedation-DAY-04,2026-02-27,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260228-PICU-24H-02,2026-02-28,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260301-PICU-24H-02,2026-03-01,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260302-PICU-DAY-02,2026-03-02,PICU,Day,10.0,PICU_day_W10_full,9.199999999997674,0.9199999999997674,bundle
3,20260302-PICU-NIGHT-03,2026-03-02,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260302-Sedation-DAY-04,2026-03-02,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260303-PCICU-NIGHT-02,2026-03-03,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260303-PICU-DAY-03,2026-03-03,PICU,Day,10.0,PICU_day_W10_full,9.199999999997674,0.9199999999997674,bundle
3,20260303-Sedation-DAY-05,2026-03-03,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260303-Smilow-DAY-06,2026-03-03,Smilow,Day,4.0,,9.2,2.3,individual
3,20260304-PICU-DAY-02,2026-03-04,PICU,Day,10.0,PICU_day_W10_full,9.199999999997674,0.9199999999997674,bundle
3,20260304-PICU-NIGHT-03,2026-03-04,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260304-Sedation-DAY-04,2026-03-04,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260305-PICU-DAY-03,2026-03-05,PICU,Day,10.0,PICU_day_W10_full,9.199999999997674,0.9199999999997674,bundle
3,20260305-PICU-NIGHT-04,2026-03-05,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260305-Sedation-DAY-05,2026-03-05,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260306-PICU-DAY-02,2026-03-06,PICU,Day,10.0,PICU_day_W10_full,9.199999999997674,0.9199999999997674,bundle
3,20260306-PICU-NIGHT-03,2026-03-06,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260306-Sedation-DAY-04,2026-03-06,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260307-PICU-24H-02,2026-03-07,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260308-PICU-24H-02,2026-03-08,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260309-PICU-NIGHT-03,2026-03-09,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260309-Sedation-DAY-04,2026-03-09,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260310-PCICU-NIGHT-02,2026-03-10,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260310-PICU-NIGHT-04,2026-03-10,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260310-Sedation-DAY-05,2026-03-10,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260310-Smilow-DAY-06,2026-03-10,Smilow,Day,4.0,,9.2,2.3,individual
3,20260311-PICU-NIGHT-03,2026-03-11,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260311-Sedation-DAY-04,2026-03-11,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260312-PICU-NIGHT-04,2026-03-12,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260312-Sedation-DAY-05,2026-03-12,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260313-PICU-NIGHT-03,2026-03-13,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260313-Sedation-DAY-04,2026-03-13,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260314-PICU-24H-02,2026-03-14,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260315-PICU-24H-02,2026-03-15,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260316-PICU-DAY-02,2026-03-16,PICU,Day,10.0,PICU_day_W12_full,9.199999999997674,0.9199999999997674,bundle
3,20260316-PICU-NIGHT-03,2026-03-16,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260316-Sedation-DAY-04,2026-03-16,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260317-PCICU-NIGHT-02,2026-03-17,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260317-PICU-DAY-03,2026-03-17,PICU,Day,10.0,PICU_day_W12_full,9.199999999997674,0.9199999999997674,bundle
3,20260317-PICU-NIGHT-04,2026-03-17,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260317-Sedation-DAY-05,2026-03-17,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260317-Smilow-DAY-06,2026-03-17,Smilow,Day,4.0,,9.2,2.3,individual
3,20260318-PICU-DAY-02,2026-03-18,PICU,Day,10.0,PICU_day_W12_full,9.199999999997674,0.9199999999997674,bundle
3,20260318-PICU-NIGHT-03,2026-03-18,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260318-Sedation-DAY-04,2026-03-18,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260319-PCICU-NIGHT-02,2026-03-19,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260319-PICU-DAY-03,2026-03-19,PICU,Day,10.0,PICU_day_W12_full,9.199999999997674,0.9199999999997674,bundle
3,20260319-PICU-NIGHT-04,2026-03-19,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260319-Sedation-DAY-05,2026-03-19,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260320-PICU-DAY-02,2026-03-20,PICU,Day,10.0,PICU_day_W12_full,9.199999999997674,0.9199999999997674,bundle
3,20260320-PICU-NIGHT-03,2026-03-20,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260320-Sedation-DAY-04,2026-03-20,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260321-PCICU-24H-01,2026-03-21,PCICU,24h,10.0,PCICU_weekend_pair_W12,2.784702353482827,0.2784702353482827,bundle
3,20260322-PCICU-24H-01,2026-03-22,PCICU,24h,10.0,PCICU_weekend_pair_W12,2.784702353482827,0.2784702353482827,bundle
3,20260322-PICU-24H-02,2026-03-22,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260323-PICU-NIGHT-03,2026-03-23,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260323-Sedation-DAY-04,2026-03-23,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260324-PCICU-NIGHT-02,2026-03-24,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260324-PICU-NIGHT-04,2026-03-24,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260324-Sedation-DAY-05,2026-03-24,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260324-Smilow-DAY-06,2026-03-24,Smilow,Day,4.0,,9.2,2.3,individual
3,20260325-PICU-NIGHT-03,2026-03-25,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260325-Sedation-DAY-04,2026-03-25,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260326-PICU-NIGHT-04,2026-03-26,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260326-Sedation-DAY-05,2026-03-26,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260327-PICU-NIGHT-03,2026-03-27,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260327-Sedation-DAY-04,2026-03-27,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260328-PICU-24H-02,2026-03-28,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260329-PICU-24H-02,2026-03-29,PICU,24h,25.0,,4.399999999997674,0.17599999999990698,individual
3,20260330-PICU-DAY-02,2026-03-30,PICU,Day,10.0,PICU_day_W14_full,9.199999999997674,0.9199999999997674,bundle
3,20260330-PICU-NIGHT-03,2026-03-30,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260330-Sedation-DAY-04,2026-03-30,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260331-PCICU-NIGHT-02,2026-03-31,PCICU,Night,16.0,,5.862467281810889,0.36640420511318056,individual
3,20260331-PICU-DAY-03,2026-03-31,PICU,Day,10.0,PICU_day_W14_full,9.199999999997674,0.9199999999997674,bundle
3,20260331-PICU-NIGHT-04,2026-03-31,PICU,Night,16.0,,7.477764928325736,0.4673603080203585,individual
3,20260331-Sedation-DAY-05,2026-03-31,Sedation,Day,9.0,,5.7,0.6333333333333333,individual
3,20260331-Smilow-DAY-06,2026-03-31,Smilow,Day,4.0,,9.2,2.3,individual
3,20260401-PICU-DAY-02,2026-04-01,PICU,Day,10.0,PICU_day_W14_full,9.999999999997675,0.9999999999997675,bundle
3,20260401-PICU-NIGHT-03,2026-04-01,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260401-Sedation-DAY-04,2026-04-01,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260402-PICU-DAY-03,2026-04-02,PICU,Day,10.0,PICU_day_W14_full,9.999999999997675,0.9999999999997675,bundle
3,20260402-PICU-NIGHT-04,2026-04-02,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260402-Sedation-DAY-05,2026-04-02,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260403-PICU-DAY-02,2026-04-03,PICU,Day,10.0,PICU_day_W14_full,9.999999999997675,0.9999999999997675,bundle
3,20260403-PICU-NIGHT-03,2026-04-03,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260403-Sedation-DAY-04,2026-04-03,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260404-PICU-24H-02,2026-04-04,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260405-PICU-24H-02,2026-04-05,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260406-PICU-NIGHT-03,2026-04-06,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260406-Sedation-DAY-04,2026-04-06,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260407-PCICU-NIGHT-02,2026-04-07,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260407-PICU-NIGHT-04,2026-04-07,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260407-Sedation-DAY-05,2026-04-07,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260407-Smilow-DAY-06,2026-04-07,Smilow,Day,4.0,,10.0,2.5,individual
3,20260408-PICU-NIGHT-03,2026-04-08,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260408-Sedation-DAY-04,2026-04-08,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260409-Sedation-DAY-05,2026-04-09,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260410-PICU-NIGHT-03,2026-04-10,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260410-Sedation-DAY-04,2026-04-10,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260411-PICU-24H-02,2026-04-11,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260412-PICU-24H-02,2026-04-12,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260413-PICU-DAY-02,2026-04-13,PICU,Day,10.0,PICU_day_W16_full,9.999999999997675,0.9999999999997675,bundle
3,20260413-PICU-NIGHT-03,2026-04-13,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260413-Sedation-DAY-04,2026-04-13,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260414-PCICU-NIGHT-02,2026-04-14,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260414-PICU-DAY-03,2026-04-14,PICU,Day,10.0,PICU_day_W16_full,9.999999999997675,0.9999999999997675,bundle
3,20260414-PICU-NIGHT-04,2026-04-14,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260414-Sedation-DAY-05,2026-04-14,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260414-Smilow-DAY-06,2026-04-14,Smilow,Day,4.0,,10.0,2.5,individual
3,20260415-PICU-DAY-02,2026-04-15,PICU,Day,10.0,PICU_day_W16_full,9.999999999997675,0.9999999999997675,bundle
3,20260415-PICU-NIGHT-03,2026-04-15,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260415-Sedation-DAY-04,2026-04-15,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260416-PICU-DAY-03,2026-04-16,PICU,Day,10.0,PICU_day_W16_full,9.999999999997675,0.9999999999997675,bundle
3,20260416-PICU-NIGHT-04,2026-04-16,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260416-Sedation-DAY-05,2026-04-16,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260417-PICU-DAY-02,2026-04-17,PICU,Day,10.0,PICU_day_W16_full,9.999999999997675,0.9999999999997675,bundle
