i_id,j_id,date,svc,period,hours,bundle_id,score,per_hour_utility,slot_type
3,20260417-PICU-NIGHT-03,2026-04-17,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260417-Sedation-DAY-04,2026-04-17,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260418-PICU-24H-02,2026-04-18,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260419-PICU-24H-02,2026-04-19,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260420-PICU-NIGHT-03,2026-04-20,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260420-Sedation-DAY-04,2026-04-20,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260421-PICU-NIGHT-04,2026-04-21,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260421-Sedation-DAY-05,2026-04-21,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260421-Smilow-DAY-06,2026-04-21,Smilow,Day,4.0,,10.0,2.5,individual
3,20260422-PICU-NIGHT-03,2026-04-22,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260422-Sedation-DAY-04,2026-04-22,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260423-PICU-NIGHT-04,2026-04-23,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260423-Sedation-DAY-05,2026-04-23,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260424-PICU-NIGHT-03,2026-04-24,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260424-Sedation-DAY-04,2026-04-24,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260425-PCICU-24H-01,2026-04-25,PCICU,24h,10.0,PCICU_weekend_pair_W17,3.584702353482827,0.3584702353482827,bundle
3,20260425-PICU-24H-02,2026-04-25,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260426-PCICU-24H-01,2026-04-26,PCICU,24h,10.0,PCICU_weekend_pair_W17,3.584702353482827,0.3584702353482827,bundle
3,20260426-PICU-24H-02,2026-04-26,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260427-PICU-DAY-02,2026-04-27,PICU,Day,10.0,PICU_day_W18_full,9.999999999997675,0.9999999999997675,bundle
3,20260427-PICU-NIGHT-03,2026-04-27,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260427-Sedation-DAY-04,2026-04-27,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260428-PCICU-NIGHT-02,2026-04-28,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260428-PICU-DAY-03,2026-04-28,PICU,Day,10.0,PICU_day_W18_full,9.999999999997675,0.9999999999997675,bundle
3,20260428-PICU-NIGHT-04,2026-04-28,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260428-Sedation-DAY-05,2026-04-28,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260428-Smilow-DAY-06,2026-04-28,Smilow,Day,4.0,,10.0,2.5,individual
3,20260429-PICU-DAY-02,2026-04-29,PICU,Day,10.0,PICU_day_W18_full,9.999999999997675,0.9999999999997675,bundle
3,20260429-PICU-NIGHT-03,2026-04-29,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260429-Sedation-DAY-04,2026-04-29,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260430-PICU-DAY-03,2026-04-30,PICU,Day,10.0,PICU_day_W18_full,9.999999999997675,0.9999999999997675,bundle
3,20260430-PICU-NIGHT-04,2026-04-30,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260430-Sedation-DAY-05,2026-04-30,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260501-PICU-DAY-02,2026-05-01,PICU,Day,10.0,PICU_day_W18_full,9.999999999997675,0.9999999999997675,bundle
3,20260501-PICU-NIGHT-03,2026-05-01,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260501-Sedation-DAY-04,2026-05-01,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260502-PCICU-24H-01,2026-05-02,PCICU,24h,10.0,PCICU_weekend_pair_W18,3.584702353482827,0.3584702353482827,bundle
3,20260502-PICU-24H-02,2026-05-02,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260503-PCICU-24H-01,2026-05-03,PCICU,24h,10.0,PCICU_weekend_pair_W18,3.584702353482827,0.3584702353482827,bundle
3,20260503-PICU-24H-02,2026-05-03,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260504-PICU-NIGHT-03,2026-05-04,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260504-Sedation-DAY-04,2026-05-04,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260505-PCICU-NIGHT-02,2026-05-05,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260505-Sedation-DAY-05,2026-05-05,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260505-Smilow-DAY-06,2026-05-05,Smilow,Day,4.0,,10.0,2.5,individual
3,20260506-PICU-NIGHT-03,2026-05-06,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260506-Sedation-DAY-04,2026-05-06,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260507-PICU-NIGHT-04,2026-05-07,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260507-Sedation-DAY-05,2026-05-07,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260508-PICU-NIGHT-03,2026-05-08,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260508-Sedation-DAY-04,2026-05-08,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260509-PICU-24H-02,2026-05-09,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260510-PICU-24H-02,2026-05-10,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260511-PICU-DAY-02,2026-05-11,PICU,Day,10.0,PICU_day_W20_full,9.999999999997675,0.9999999999997675,bundle
3,20260511-PICU-NIGHT-03,2026-05-11,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260511-Sedation-DAY-04,2026-05-11,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260512-PICU-DAY-03,2026-05-12,PICU,Day,10.0,PICU_day_W20_full,9.999999999997675,0.9999999999997675,bundle
3,20260512-PICU-NIGHT-04,2026-05-12,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260512-Sedation-DAY-05,2026-05-12,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260512-Smilow-DAY-06,2026-05-12,Smilow,Day,4.0,,10.0,2.5,individual
3,20260513-PICU-DAY-02,2026-05-13,PICU,Day,10.0,PICU_day_W20_full,9.999999999997675,0.9999999999997675,bundle
3,20260513-PICU-NIGHT-03,2026-05-13,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260513-Sedation-DAY-04,2026-05-13,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260514-PICU-DAY-03,2026-05-14,PICU,Day,10.0,PICU_day_W20_full,9.999999999997675,0.9999999999997675,bundle
3,20260514-PICU-NIGHT-04,2026-05-14,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260514-Sedation-DAY-05,2026-05-14,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260515-PICU-DAY-02,2026-05-15,PICU,Day,10.0,PICU_day_W20_full,9.999999999997675,0.9999999999997675,bundle
3,20260515-PICU-NIGHT-03,2026-05-15,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260515-Sedation-DAY-04,2026-05-15,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260516-PICU-24H-02,2026-05-16,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260517-PICU-24H-02,2026-05-17,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260518-PICU-NIGHT-03,2026-05-18,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260518-Sedation-DAY-04,2026-05-18,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260519-PCICU-NIGHT-02,2026-05-19,PCICU,Night,16.0,,6.662467281810889,0.41640420511318055,individual
3,20260519-PICU-NIGHT-04,2026-05-19,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260519-Sedation-DAY-05,2026-05-19,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260519-Smilow-DAY-06,2026-05-19,Smilow,Day,4.0,,10.0,2.5,individual
3,20260520-PICU-NIGHT-03,2026-05-20,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260520-Sedation-DAY-04,2026-05-20,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260521-PICU-NIGHT-04,2026-05-21,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260521-Sedation-DAY-05,2026-05-21,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260522-PCICU-24H-01,2026-05-22,PCICU,24h,10.0,,4.884702353482827,0.4884702353482827,individual
3,20260522-PICU-24H-02,2026-05-22,PICU,24h,25.0,,6.499999999997674,0.25999999999990697,individual
3,20260523-PCICU-24H-01,2026-05-23,PCICU,24h,10.0,,4.584702353482827,0.4584702353482827,individual
3,20260523-PICU-24H-02,2026-05-23,PICU,24h,25.0,,6.199999999997674,0.24799999999990696,individual
3,20260524-PCICU-24H-01,2026-05-24,PCICU,24h,10.0,,4.584702353482827,0.4584702353482827,individual
3,20260524-PICU-24H-02,2026-05-24,PICU,24h,25.0,,6.199999999997674,0.24799999999990696,individual
3,20260525-PCICU-24H-01,2026-05-25,PCICU,24h,10.0,,4.884702353482827,0.4884702353482827,individual
3,20260525-PICU-24H-02,2026-05-25,PICU,24h,25.0,,6.499999999997674,0.25999999999990697,individual
3,20260526-PCICU-24H-01,2026-05-26,PCICU,24h,10.0,,5.218035686816161,0.521803568681616,individual
3,20260526-PICU-24H-02,2026-05-26,PICU,24h,25.0,,6.833333333331007,0.2733333333332403,individual
3,20260527-PICU-NIGHT-03,2026-05-27,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260527-Sedation-DAY-04,2026-05-27,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260528-Sedation-DAY-05,2026-05-28,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260529-PICU-NIGHT-03,2026-05-29,PICU,Night,16.0,,8.277764928325736,0.5173603080203585,individual
3,20260529-Sedation-DAY-04,2026-05-29,Sedation,Day,9.0,,6.5,0.7222222222222222,individual
3,20260530-PCICU-24H-01,2026-05-30,PCICU,24h,10.0,PCICU_weekend_pair_W22,3.584702353482827,0.3584702353482827,bundle
3,20260530-PICU-24H-02,2026-05-30,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260531-PCICU-24H-01,2026-05-31,PCICU,24h,10.0,PCICU_weekend_pair_W22,3.584702353482827,0.3584702353482827,bundle
3,20260531-PICU-24H-02,2026-05-31,PICU,24h,25.0,,5.199999999997674,0.20799999999990695,individual
3,20260601-PICU-NIGHT-03,2026-06-01,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260601-Sedation-DAY-04,2026-06-01,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260602-PCICU-NIGHT-02,2026-06-02,PCICU,Night,16.0,,5.962467281810889,0.37265420511318054,individual
3,20260602-PICU-NIGHT-04,2026-06-02,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260602-Sedation-DAY-05,2026-06-02,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260602-Smilow-DAY-06,2026-06-02,Smilow,Day,4.0,,9.3,2.325,individual
3,20260603-PICU-NIGHT-03,2026-06-03,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260603-Sedation-DAY-04,2026-06-03,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260604-PICU-NIGHT-04,2026-06-04,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260604-Sedation-DAY-05,2026-06-04,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260605-PICU-NIGHT-03,2026-06-05,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260605-Sedation-DAY-04,2026-06-05,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260606-PCICU-24H-01,2026-06-06,PCICU,24h,10.0,PCICU_weekend_pair_W23,2.884702353482827,0.2884702353482827,bundle
3,20260606-PICU-24H-02,2026-06-06,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260607-PCICU-24H-01,2026-06-07,PCICU,24h,10.0,PCICU_weekend_pair_W23,2.884702353482827,0.2884702353482827,bundle
3,20260607-PICU-24H-02,2026-06-07,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260608-PICU-DAY-02,2026-06-08,PICU,Day,10.0,PICU_day_W24_full,9.299999999997674,0.9299999999997673,bundle
3,20260608-PICU-NIGHT-03,2026-06-08,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260608-Sedation-DAY-04,2026-06-08,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260609-PICU-DAY-03,2026-06-09,PICU,Day,10.0,PICU_day_W24_full,9.299999999997674,0.9299999999997673,bundle
3,20260609-PICU-NIGHT-04,2026-06-09,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260609-Sedation-DAY-05,2026-06-09,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260609-Smilow-DAY-06,2026-06-09,Smilow,Day,4.0,,9.3,2.325,individual
3,20260610-PICU-DAY-02,2026-06-10,PICU,Day,10.0,PICU_day_W24_full,9.299999999997674,0.9299999999997673,bundle
3,20260610-Sedation-DAY-04,2026-06-10,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260611-PICU-DAY-03,2026-06-11,PICU,Day,10.0,PICU_day_W24_full,9.299999999997674,0.9299999999997673,bundle
3,20260611-PICU-NIGHT-04,2026-06-11,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260611-Sedation-DAY-05,2026-06-11,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260612-PICU-DAY-02,2026-06-12,PICU,Day,10.0,PICU_day_W24_full,9.299999999997674,0.9299999999997673,bundle
3,20260612-PICU-NIGHT-03,2026-06-12,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260612-Sedation-DAY-04,2026-06-12,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260613-PICU-24H-02,2026-06-13,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260614-PICU-24H-02,2026-06-14,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260615-PICU-NIGHT-03,2026-06-15,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260615-Sedation-DAY-04,2026-06-15,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260616-PCICU-NIGHT-02,2026-06-16,PCICU,Night,16.0,,5.962467281810889,0.37265420511318054,individual
3,20260616-PICU-NIGHT-04,2026-06-16,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260616-Sedation-DAY-05,2026-06-16,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260616-Smilow-DAY-06,2026-06-16,Smilow,Day,4.0,,9.3,2.325,individual
3,20260617-PICU-NIGHT-03,2026-06-17,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260617-Sedation-DAY-04,2026-06-17,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260618-PICU-NIGHT-04,2026-06-18,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260618-Sedation-DAY-05,2026-06-18,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260619-PICU-NIGHT-03,2026-06-19,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260619-Sedation-DAY-04,2026-06-19,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260621-PICU-24H-02,2026-06-21,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260622-PICU-DAY-02,2026-06-22,PICU,Day,10.0,PICU_day_W26_full,9.299999999997674,0.9299999999997673,bundle
3,20260622-PICU-NIGHT-03,2026-06-22,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260622-Sedation-DAY-04,2026-06-22,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260623-PICU-DAY-03,2026-06-23,PICU,Day,10.0,PICU_day_W26_full,9.299999999997674,0.9299999999997673,bundle
3,20260623-PICU-NIGHT-04,2026-06-23,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260623-Sedation-DAY-05,2026-06-23,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260623-Smilow-DAY-06,2026-06-23,Smilow,Day,4.0,,9.3,2.325,individual
3,20260624-PICU-DAY-02,2026-06-24,PICU,Day,10.0,PICU_day_W26_full,9.299999999997674,0.9299999999997673,bundle
3,20260624-PICU-NIGHT-03,2026-06-24,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260624-Sedation-DAY-04,2026-06-24,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260625-PICU-DAY-03,2026-06-25,PICU,Day,10.0,PICU_day_W26_full,9.299999999997674,0.9299999999997673,bundle
3,20260625-PICU-NIGHT-04,2026-06-25,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260625-Sedation-DAY-05,2026-06-25,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260626-PICU-DAY-02,2026-06-26,PICU,Day,10.0,PICU_day_W26_full,9.299999999997674,0.9299999999997673,bundle
3,20260626-PICU-NIGHT-03,2026-06-26,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260626-Sedation-DAY-04,2026-06-26,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260628-PICU-24H-02,2026-06-28,PICU,24h,25.0,,4.499999999997674,0.17999999999990696,individual
3,20260629-PICU-DAY-02,2026-06-29,PICU,Day,10.0,PICU_day_W27_partial2d,9.299999999997674,0.9299999999997673,bundle
3,20260629-PICU-NIGHT-03,2026-06-29,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260629-Sedation-DAY-04,2026-06-29,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260630-PCICU-NIGHT-02,2026-06-30,PCICU,Night,16.0,,5.962467281810889,0.37265420511318054,individual
3,20260630-PICU-DAY-03,2026-06-30,PICU,Day,10.0,PICU_day_W27_partial2d,9.299999999997674,0.9299999999997673,bundle
3,20260630-PICU-NIGHT-04,2026-06-30,PICU,Night,16.0,,7.577764928325736,0.4736103080203585,individual
3,20260630-Sedation-DAY-05,2026-06-30,Sedation,Day,9.0,,5.8,0.6444444444444444,individual
3,20260630-Smilow-DAY-06,2026-06-30,Smilow,Day,4.0,,9.3,2.325,individual
